pharmacy_name,address,suburb,postal_code,latitude,longitude,tel,link_url
Broadway Pharmacy,4 Coronation Parade,Enfield,2136,-33.887688,151.091916,0297475174,https://www.yellowpages.com.au/nsw/enfield/broadway-pharmacy-11936826-listing.html
Bronte Pharmacy,134 Macpherson St,Bronte,2024,-33.905977,151.263847,0293871791,https://www.yellowpages.com.au/nsw/bronte/bronte-pharmacy-12480958-listing.html
Brooklyn Pharmacy,Shop 1/ 5 Bridge St,Brooklyn,2083,-33.548305,151.226552,0299857660,https://www.yellowpages.com.au/nsw/brooklyn/brooklyn-pharmacy-15414506-listing.html
Brooks Pharmacy,Address not found,Harbord,2096,Latitude not found,Longitude not found,0299053567,https://www.yellowpages.com.au/nsw/harbord/brooks-pharmacy-13643064-listing.html
Budget AMCAL Pharmacy,Shop 39 Met Centre 273 George Street,Sydney,2000,-33.86477,151.206777,0292472045,https://www.yellowpages.com.au/nsw/sydney/budget-amcal-pharmacy-1000000766224-listing.html
Budgewoi Discount Drug Store,73 Scenic Dr,Budgewoi,2262,-33.234244,151.555369,0243964137,https://www.yellowpages.com.au/nsw/budgewoi/budgewoi-discount-drug-store-1000001679184-listing.html
Buff Point Pharmacy,Shop 1/ 27 Bruce Rd,Buff Point,2262,-33.2324,151.53867,0243909775,https://www.yellowpages.com.au/nsw/buff-point/buff-point-pharmacy-13657749-listing.html
Bulahdelah Pharmacy,69 Stroud St,Bulahdelah,2423,-32.41207,152.20703,0249974275,https://www.yellowpages.com.au/nsw/bulahdelah/bulahdelah-pharmacy-12379279-listing.html
Bundanoon Pharmacy,9 Railway Ave,Bundanoon,2578,-34.656438,150.300178,0248836301,https://www.yellowpages.com.au/nsw/bundanoon/bundanoon-pharmacy-14973322-listing.html
Bundeena Pharmacy,32 Brighton St,Bundeena,2230,-34.084802,151.151691,0295231378,https://www.yellowpages.com.au/nsw/bundeena/bundeena-pharmacy-12124200-listing.html
Bungaree Road Pharmacy,28 Bungaree Rd,Toongabbie,2146,-33.78797,150.960421,0296313177,https://www.yellowpages.com.au/nsw/toongabbie/bungaree-road-pharmacy-12015215-listing.html
Burdekin Park Pharmacy,94 George St,Singleton,2330,-32.563383,151.176623,0265721481,https://www.yellowpages.com.au/nsw/singleton/burdekin-park-pharmacy-11925306-listing.html
Burke's Riverwood Pharmacy,272 Belmore Rd,Riverwood,2210,-33.949506,151.05286,0291538762,https://www.yellowpages.com.au/nsw/riverwood/burkes-riverwood-pharmacy-12985232-listing.html
Burringbar Pharmacy,Shop 2/ 29 Broadway,Burringbar,2483,-28.434881,153.470386,0266771525,https://www.yellowpages.com.au/nsw/burringbar/burringbar-pharmacy-15427536-listing.html
Burt's Village Pharmacy,1B/ 45 Gladesville Rd,Hunters Hill,2110,-33.83389,151.14305,0298165979,https://www.yellowpages.com.au/nsw/hunters-hill/burts-village-pharmacy-12296631-listing.html
Cabramatta East Day & Night Pharmacy,139 Cabramatta Rd,Cabramatta,2166,-33.895059,150.939683,0297256388,https://www.yellowpages.com.au/nsw/cabramatta/cabramatta-east-day-night-pharmacy-12311492-listing.html
Cahills Great Northern Chemist,305 Peel St,Tamworth,2340,-31.090016,150.928738,0267662605,https://www.yellowpages.com.au/nsw/tamworth/cahills-great-northern-chemist-1000002823111-listing.html
Cains Pharmacy,83 Grandview St,Pymble,2073,-33.744526,151.142128,0291441651,https://www.yellowpages.com.au/nsw/pymble/cains-pharmacy-13124181-listing.html
Callaghan Campus Pharmacy,"Shop 110b Shortland Building,Union Lane, University Of Newcastle Callaghan Nsw 230",Callaghan,2308,-32.896989,151.700715,0249688070,https://www.yellowpages.com.au/nsw/callaghan/callaghan-campus-pharmacy-15425065-listing.html
Callala Bay Pharmacy,Shop 2 / 55 Emmett St,Callala Bay,2540,-34.99493,150.7167,0244464251,https://www.yellowpages.com.au/nsw/callala-bay/callala-bay-pharmacy-13618220-listing.html
Callala Bay Pharmacy,Shop 2 55 Emmett St,Callala Bay,2540,-34.99493,150.7167,0244464251,https://www.yellowpages.com.au/nsw/callala-bay/callala-bay-pharmacy-1000002897096-listing.html
Calman Pharmacy,127 Kennedy St,Picnic Point,2213,-33.970451,151.008111,0297739464,https://www.yellowpages.com.au/nsw/picnic-point/calman-pharmacy-12353484-listing.html
Cambridge Park Pharmacy,100 Oxford St,Cambridge Park,2747,-33.747935,150.721765,0247213693,https://www.yellowpages.com.au/nsw/cambridge-park/cambridge-park-pharmacy-13037577-listing.html
Camden Pharmacy,91 Argyle St,Camden,2570,-34.054152,150.696617,0246558875,https://www.yellowpages.com.au/nsw/camden/camden-pharmacy-12357284-listing.html
Camden South Pharmacy,Shop 4/ 54 Flinders Ave,Camden South,2570,-34.078877,150.69309,0246553339,https://www.yellowpages.com.au/nsw/camden-south/camden-south-pharmacy-14872599-listing.html
Cameron Pharmacy,141 Wellington Rd,Sefton,2162,-33.885805,151.011757,0296444087,https://www.yellowpages.com.au/nsw/sefton/cameron-pharmacy-11938394-listing.html
Cammeray Pharmacy,"Shop 9 Stockland Cammeray, 450-476 Miller St",Cammeray,2062,-33.8214,151.21087,0299553761,https://www.yellowpages.com.au/nsw/cammeray/cammeray-pharmacy-14212358-listing.html
Campbell & Freebairn Chemist,38 Albury St,Ashford,2361,-29.322303,151.095825,0267254013,https://www.yellowpages.com.au/nsw/ashford/campbell-freebairn-chemist-15126827-listing.html
Campbell & Freebairn Chemist,66 Otho St,Inverell,2360,-29.774738,151.11264,0267223089,https://www.yellowpages.com.au/nsw/inverell/campbell-freebairn-chemist-11970059-listing.html
Campbelltown Pharmacy,157A Queen St,Campbelltown,2560,-34.06649,150.81408,0246251460,https://www.yellowpages.com.au/nsw/campbelltown/campbelltown-pharmacy-13504554-listing.html
Campsie Community Pharmacy,259 Beamish St,Campsie,2194,-33.912057,151.104297,0297180431,https://www.yellowpages.com.au/nsw/campsie/campsie-community-pharmacy-13737236-listing.html
Campsie Pharmacy,9 Amy St,Campsie,2194,-33.911919,151.103159,0297183205,https://www.yellowpages.com.au/nsw/campsie/campsie-pharmacy-12118304-listing.html
Campus Pharmacy Wollongong,University Of Wollongong Building 11 2 Northfields Ave,Keiraville,2500,-34.405433,150.87836,0242881888,https://www.yellowpages.com.au/nsw/keiraville/campus-pharmacy-wollongong-12189394-listing.html
Camstart Amcal Pharmacy,118-120 Maitland St,Narrabri,2390,-30.325538,149.783705,0267922178,https://www.yellowpages.com.au/nsw/narrabri/camstart-amcal-pharmacy-14713675-listing.html
Canley Heights Pharmacy,227A Canley Vale Rd,Canley Heights,2166,-33.883565,150.925801,0297244372,https://www.yellowpages.com.au/nsw/canley-heights/canley-heights-pharmacy-13688049-listing.html
Canley Vale Pharmacy,10 Canley Vale Rd,Canley Vale,2166,-33.887346,150.942849,0297241807,https://www.yellowpages.com.au/nsw/canley-vale/canley-vale-pharmacy-15225907-listing.html
Cape Byron Compounding Chemist,Shop 6/ 14 Middleton St,Byron Bay,2481,-28.644498,153.614648,0266856223,https://www.yellowpages.com.au/nsw/byron-bay/cape-byron-compounding-chemist-14882579-listing.html
Capital Chemist,2 Bowral Rd,Mittagong,2575,-34.451455,150.447489,0248711480,https://www.yellowpages.com.au/nsw/mittagong/capital-chemist-15417404-listing.html
Capital Chemist,Woolworths Shopping Cntr,Ulladulla,2539,-35.3576,150.47251,0244547015,https://www.yellowpages.com.au/nsw/ulladulla/capital-chemist-14783430-listing.html
Capital Chemist,140- 148 Sharp St,Cooma,2630,-36.235753,149.125429,0264521744,https://www.yellowpages.com.au/nsw/cooma/capital-chemist-1000002370142-listing.html
Capital Chemist Bowral,300 Bong Bong St,Bowral,2576,-34.479058,150.418127,0248612212,https://www.yellowpages.com.au/nsw/bowral/capital-chemist-bowral-11914876-listing.html
Capital Chemist Braidwood,Shop 2 46 Monkittee St,Braidwood,2622,-35.4469,149.803627,0248422528,https://www.yellowpages.com.au/nsw/braidwood/capital-chemist-braidwood-13854043-listing.html
Capital Chemist Huskisson,"Shop 1 and 2a, 56 Owen St",Huskisson,2540,-35.03904,150.67034,0244415104,https://www.yellowpages.com.au/nsw/huskisson/capital-chemist-huskisson-1000002305113-listing.html
Capital Chemist Mittagong,2 Bowral Rd,Mittagong,2575,-34.451455,150.447489,0248711480,https://www.yellowpages.com.au/nsw/mittagong/capital-chemist-mittagong-1000002305108-listing.html
Capital Chemist Raymond Terrace,18 William Tce,Raymond Terrace,2324,-32.761992,151.742739,0249873466,https://www.yellowpages.com.au/nsw/raymond-terrace/capital-chemist-raymond-terrace-1000002305111-listing.html
Capital Chemist Raymond Terrace,18 William St,Raymond Terrace,2324,-32.761992,151.742739,0249873466,https://www.yellowpages.com.au/nsw/raymond-terrace/capital-chemist-raymond-terrace-14163804-listing.html
Cardiff Chemmart Pharmacy,280 Main Rd,Cardiff,2285,-32.94007,151.65981,0249540011,https://www.yellowpages.com.au/nsw/cardiff/cardiff-chemmart-pharmacy-13067621-listing.html
CarePlus Compounding Pharmacy,Unit 5 20 Somerset Ave,Narellan,2567,-34.041495,150.739259,0246564888,https://www.yellowpages.com.au/nsw/narellan/careplus-compounding-pharmacy-1000002038107-listing.html
Caringbah Pharmacy,Shop 1 42 President Ave,Caringbah,2229,-34.04319,151.12102,0295249121,https://www.yellowpages.com.au/nsw/caringbah/caringbah-pharmacy-12423637-listing.html
Caringbah Station Pharmacy,351 The Kingsway,Caringbah,2229,-34.043093,151.123368,0295249165,https://www.yellowpages.com.au/nsw/caringbah/caringbah-station-pharmacy-13158427-listing.html
Carlingford Mediadvice Pharmacy,Shop 1/ 326 Pennant Hills Rd,Carlingford,2118,-33.783201,151.047993,0298714272,https://www.yellowpages.com.au/nsw/carlingford/carlingford-mediadvice-pharmacy-14580881-listing.html
Carlingford North Pharmacy,Address not found,Carlingford,2118,Latitude not found,Longitude not found,0298711183,https://www.yellowpages.com.au/nsw/carlingford/carlingford-north-pharmacy-12077254-listing.html
Carlton Allcare Pharmacy,1/ 354 Railway Parade,Carlton,2218,-33.969141,151.12281,0280958001,https://www.yellowpages.com.au/nsw/carlton/carlton-allcare-pharmacy-14822998-listing.html
Carlton Day & Night Chemist,307A Princes Hwy,Carlton,2218,-33.976123,151.125433,0295875759,https://www.yellowpages.com.au/nsw/carlton/carlton-day-night-chemist-12981787-listing.html
Carmen Drive Community Pharmacy,4 Carmen Dr,Carlingford,2118,-33.760989,151.041375,0298713848,https://www.yellowpages.com.au/nsw/carlingford/carmen-drive-community-pharmacy-12774548-listing.html
Carrick's Chemsave Discount Pharmacy,165 Bondi Rd,Bondi,2026,-33.894221,151.264052,0293893668,https://www.yellowpages.com.au/nsw/bondi/carricks-chemsave-discount-pharmacy-13907756-listing.html
Carter's Pharmacy Gunnedah,270-274 Conadilly St,Gunnedah,2380,-30.9774,150.254139,0267420024,https://www.yellowpages.com.au/nsw/gunnedah/carters-pharmacy-gunnedah-14652243-listing.html
Castlecrag Pharmacy,100 Edinburgh Rd,Castlecrag,2068,-33.802732,151.212203,0299588196,https://www.yellowpages.com.au/nsw/castlecrag/castlecrag-pharmacy-11965618-listing.html
Castle Mall Pharmacy,Shop 117 Castle Mall Shopping Centre (Ground Floor) Terminus St,Castle Hill,2154,-33.73314,151.00603,0296342286,https://www.yellowpages.com.au/nsw/castle-hill/castle-mall-pharmacy-12696216-listing.html
Casuarina Discount Drug Store,Casuarina Town Centre Shop 10 482 Casuarina Way,Casuarina,2487,-28.29777,153.570152,0266740735,https://www.yellowpages.com.au/nsw/casuarina/casuarina-discount-drug-store-1000001678504-listing.html
Casula Centre Pharmacy,Cnr Hume Hwy and Demeyrick Ave,Casula,2170,-33.94973,150.90844,0296016106,https://www.yellowpages.com.au/nsw/casula/casula-centre-pharmacy-12565860-listing.html
Cattle's Pharmacy,227 Canley Vale Rd,Canley Heights,2166,-33.88357,150.9258,0297244372,https://www.yellowpages.com.au/nsw/canley-heights/cattles-pharmacy-13015873-listing.html
Caves Beach Pharmacy,Shop 9 64 Caves Beach Rd,Caves Beach,2281,-33.10463,151.64469,0249720795,https://www.yellowpages.com.au/nsw/caves-beach/caves-beach-pharmacy-13415735-listing.html
CBD Pharmacies,92 Pitt St,Sydney,2000,-33.867159,151.208794,0292210091,https://www.yellowpages.com.au/nsw/sydney/cbd-pharmacies-12330901-listing.html
CC Pharmacy Management Pty Ltd,473 High St,Penrith,2750,-33.753079,150.696424,0247212555,https://www.yellowpages.com.au/nsw/penrith/cc-pharmacy-management-pty-ltd-12296785-listing.html
Centennial Plaza Pharmacy,300 Elizabeth St,Surry Hills,2010,-33.883049,151.208828,0292819331,https://www.yellowpages.com.au/nsw/surry-hills/centennial-plaza-pharmacy-13831536-listing.html
Centercare Pharmacy,68 Queen St,St Marys,2760,-33.764483,150.774758,0296231022,https://www.yellowpages.com.au/nsw/st-marys/centercare-pharmacy-13172203-listing.html
Centrecare Pharmacy,68 Queen St,St Marys,2760,-33.764483,150.774758,0296231022,https://www.yellowpages.com.au/nsw/st-marys/centrecare-pharmacy-15222967-listing.html
Centre Health Pharmacy,Cnr Captain Cook Drv and Phillip Crs,Barrack Heights,2528,-34.557167,150.846818,0242959988,https://www.yellowpages.com.au/nsw/barrack-heights/centre-health-pharmacy-13066859-listing.html
Centre Pharmacy Unanderra,120 Princes Hwy,Unanderra,2526,-34.455281,150.844086,0242299595,https://www.yellowpages.com.au/nsw/unanderra/centre-pharmacy-unanderra-11940434-listing.html
Cessnock Day Night Pharmacy,202 Wollombi Rd,Cessnock,2325,-32.833257,151.352305,0249903485,https://www.yellowpages.com.au/nsw/cessnock/cessnock-day-night-pharmacy-14543913-listing.html
Chapel Street Pharmacy,94 Chapel St,Kingsgrove,2208,-33.931447,151.090669,0297507000,https://www.yellowpages.com.au/nsw/kingsgrove/chapel-street-pharmacy-15434187-listing.html
Chapman & Wood Chemist,103 Isabella St,Wingham,2429,-31.868433,152.372728,0265534001,https://www.yellowpages.com.au/nsw/wingham/chapman-wood-chemist-15376097-listing.html
Charing Cross Pharmacy,7 Albion St,Waverley,2024,-33.902632,151.254535,0293893092,https://www.yellowpages.com.au/nsw/waverley/charing-cross-pharmacy-13571234-listing.html
Chau's Pharmacy,302 Chapel Rd,Bankstown,2200,-33.919195,151.031478,0297962424,https://www.yellowpages.com.au/nsw/bankstown/chaus-pharmacy-12713322-listing.html
Chemist At The Rock,123 Urana St,The Rock,2655,-35.270533,147.116951,0269202499,https://www.yellowpages.com.au/nsw/the-rock/chemist-at-the-rock-13388595-listing.html
Chemist Connect,2/ 3 Aldgate St,Prospect,2148,-33.799481,150.926206,0296310941,https://www.yellowpages.com.au/nsw/prospect/chemist-connect-1000002352779-listing.html
Chemist Connect,Shop 11 368 Hamilton Rd,Fairfield West,2165,-33.86944,150.92299,0296042758,https://www.yellowpages.com.au/nsw/fairfield-west/chemist-connect-14107441-listing.html
Chemist Direct Plus,175 Merrylands Rd,Merrylands,2160,-33.836296,150.990304,0296372714,https://www.yellowpages.com.au/nsw/merrylands/chemist-direct-plus-12839961-listing.html
Chemist King,665 Merrylands Rd,Greystanes,2145,-33.828945,150.951949,0296319782,https://www.yellowpages.com.au/nsw/greystanes/chemist-king-15619228-listing.html
Chemist On Redleaf,Shop 6/ 2 Redleaf Ave,Wahroonga,2076,-33.718723,151.117702,0294890329,https://www.yellowpages.com.au/nsw/wahroonga/chemist-on-redleaf-12197335-listing.html
Chemist Outlet,7 Mingara Dr,Tumbi Umbi,2261,-33.363289,151.442216,0243964137,https://www.yellowpages.com.au/nsw/tumbi-umbi/chemist-outlet-1000001887638-listing.html
Chemist Outlet,196 Pacific Hwy,Charlestown,2290,-32.962746,151.695633,0249435409,https://www.yellowpages.com.au/nsw/charlestown/chemist-outlet-12013678-listing.html
Chemist Outlet,51 Jonson St,Byron Bay,2481,-28.643846,153.612673,0266807085,https://www.yellowpages.com.au/nsw/byron-bay/chemist-outlet-15213210-listing.html
Chemist Outlet,Shop 2 356 Pacific Hwy,Belmont North,2280,-33.02131,151.666103,0249452580,https://www.yellowpages.com.au/nsw/belmont-north/chemist-outlet-14143265-listing.html
Chemist Outlet,122 Nelson St,Wallsend,2287,-32.901746,151.669807,0249559872,https://www.yellowpages.com.au/nsw/wallsend/chemist-outlet-12937372-listing.html
Chemist Outlet,60 Beaumont St,Hamilton,2303,-32.921013,151.747094,0249615987,https://www.yellowpages.com.au/nsw/hamilton/chemist-outlet-14143256-listing.html
Chemist Outlet,Endeavour Court Shop 2 - 4 137 Macquarie St,Dubbo,2830,-32.248533,148.600378,0268821833,https://www.yellowpages.com.au/nsw/dubbo/chemist-outlet-1000001676461-listing.html
Chemist Outlet,Lisarow Shopping Village 1 Parsons Rd,Lisarow,2250,-33.38533,151.36726,0243281470,https://www.yellowpages.com.au/nsw/lisarow/chemist-outlet-12552228-listing.html
Chemist Outlet,Greenpoint Shopping Village 1 Avoca Dr,Green Point,2251,-33.437983,151.373426,0243656484,https://www.yellowpages.com.au/nsw/green-point/chemist-outlet-12789283-listing.html
Chemist Outlet,52 York St,East Gosford,2250,-33.436191,151.348721,0243252839,https://www.yellowpages.com.au/nsw/east-gosford/chemist-outlet-1000001993812-listing.html
Chemist Outlet,Unit 9 1-10 Amy Cl,Wyong,2259,-33.2674,151.436585,0243513688,https://www.yellowpages.com.au/nsw/wyong/chemist-outlet-15613329-listing.html
Chemist Outlet - Byron Bay,51 Jonson St,Byron Bay,2481,-28.643846,153.612673,0266856475,https://www.yellowpages.com.au/nsw/byron-bay/chemist-outlet-byron-bay-14968251-listing.html
Chemist Outlet Hamilton,60 Beaumont St,Hamilton,2303,-32.921013,151.747094,0249615987,https://www.yellowpages.com.au/nsw/hamilton/chemist-outlet-hamilton-13131670-listing.html
Chemist Outlet Nowra,5 Nowra Lane,Nowra,2541,-34.875381,150.603783,0244212652,https://www.yellowpages.com.au/nsw/nowra/chemist-outlet-nowra-12747821-listing.html
Chemistoutlet Silverwater,3 Coal Silverwater 2128,Silverwater,2128,-33.83042277,151.0462868,0297350100,https://www.yellowpages.com.au/nsw/silverwater/chemistoutlet-silverwater-13306009-listing.html
Chemist Warehouse,1/ 9 Patrick St,Blacktown,2148,-33.769578,150.906311,0296221939,https://www.yellowpages.com.au/nsw/blacktown/chemist-warehouse-14821434-listing.html
Chemist Warehouse,95-101 Maitland Rd,Mayfield,2304,-32.899849,151.740575,0249682983,https://www.yellowpages.com.au/nsw/mayfield/chemist-warehouse-15595033-listing.html
Chemist Warehouse,Ground Floor and Part Level 1 80 73 Hampden Rd,Artarmon,2066,-33.809235,151.184711,0294273255,https://www.yellowpages.com.au/nsw/artarmon/chemist-warehouse-14300599-listing.html
Chemist Warehouse,69 Burwood Rd,Burwood,2134,-33.875378,151.10375,0297472879,https://www.yellowpages.com.au/nsw/burwood/chemist-warehouse-15224729-listing.html
Chemist Warehouse,15 Dover Rd,Rose Bay,2029,-33.870445,151.270139,0293717124,https://www.yellowpages.com.au/nsw/rose-bay/chemist-warehouse-15225257-listing.html
Chemist Warehouse,157 Rowe St,Eastwood,2122,-33.791389,151.080675,0298584858,https://www.yellowpages.com.au/nsw/eastwood/chemist-warehouse-15224771-listing.html
Chemist Warehouse,105 Haldon St,Lakemba,2195,-33.921079,151.078196,0297500032,https://www.yellowpages.com.au/nsw/lakemba/chemist-warehouse-15224681-listing.html
Chemist Warehouse,Shop 1 21 Hunter St,Hornsby,2077,-33.703498,151.100239,0294871394,https://www.yellowpages.com.au/nsw/hornsby/chemist-warehouse-15004798-listing.html
Chemist Warehouse,74 Yass St,Queanbeyan,2620,-35.355179,149.230378,0262991012,https://www.yellowpages.com.au/nsw/queanbeyan/chemist-warehouse-14982367-listing.html
Chemist Warehouse,Shop Basement 1 383 George St,Sydney,2000,-33.869509,151.206938,0283814514,https://www.yellowpages.com.au/nsw/sydney/chemist-warehouse-1000002363343-listing.html
Chemist Warehouse,3 299 Elizabeth St,Sydney,2000,-33.876656,151.209181,0292614447,https://www.yellowpages.com.au/nsw/sydney/chemist-warehouse-14556814-listing.html
Chemist Warehouse,Tenancy 15 Crossroads Homemaker Centre 5 Parkers Farm Pl,Casula,2170,-33.95962,150.882939,0297340280,https://www.yellowpages.com.au/nsw/casula/chemist-warehouse-1000002371095-listing.html
Chemist Warehouse,Shop 17 175 Riley St,Surry Hills,2010,-33.87888,151.213903,0293604446,https://www.yellowpages.com.au/nsw/surry-hills/chemist-warehouse-1000001778365-listing.html
Chemist Warehouse,336 Old Northern Rd,Castle Hill,2154,-33.730209,151.01664,0288500698,https://www.yellowpages.com.au/nsw/castle-hill/chemist-warehouse-14968771-listing.html
Chemist Warehouse,1 249 To 251 Pitt Street,Sydney,2000,-33.872826,151.208435,0292612305,https://www.yellowpages.com.au/nsw/sydney/chemist-warehouse-1000001917055-listing.html
Chemist Warehouse,Sh 25 Crn Victoria Rd and Brooks Street Lot 103,Macquarie Fields,2564,-33.986123,150.891275,0296055130,https://www.yellowpages.com.au/nsw/macquarie-fields/chemist-warehouse-12408918-listing.html
Chemist Warehouse,Shop 11 To 12 Beaumont Shopping Centre 70 The Parkway,Beaumont Hills,2155,-33.6977,150.944561,0296726555,https://www.yellowpages.com.au/nsw/beaumont-hills/chemist-warehouse-1000002322619-listing.html
Chemist Warehouse,SubTenancy 5.01 Tenancy No 5 Emerald Hills Shopping Village,Leppington,2179,-33.965862,150.816208,0283814578,https://www.yellowpages.com.au/nsw/leppington/chemist-warehouse-1000002370608-listing.html
Chemist Warehouse,Shops A and B Ground Floor 92 Queen Street,St Marys,2760,-33.765154,150.774732,0296231263,https://www.yellowpages.com.au/nsw/st-marys/chemist-warehouse-12564181-listing.html
Chemist Warehouse,246 King St,Newtown,2042,-33.895812,151.181473,0295160311,https://www.yellowpages.com.au/nsw/newtown/chemist-warehouse-15224731-listing.html
Chemist Warehouse,Shop 1 Ground Floor 589 Kingsway,Miranda,2228,-34.033784,151.101183,0295401070,https://www.yellowpages.com.au/nsw/miranda/chemist-warehouse-13214805-listing.html
Chemist Warehouse,Shops 3 To 5 11 Murray Rose Ave,Sydney Olympic Park,2127,-33.845951,151.069319,0297469706,https://www.yellowpages.com.au/nsw/sydney-olympic-park/chemist-warehouse-1000002301612-listing.html
Chemist Warehouse,Shop 1 457 High St,Penrith,2750,-33.753195,150.696929,0247210680,https://www.yellowpages.com.au/nsw/penrith/chemist-warehouse-1000001998659-listing.html
Chemist Warehouse Albury,483 Olive St,Albury,2640,-36.081817,146.917724,0260224088,https://www.yellowpages.com.au/nsw/albury/chemist-warehouse-albury-15296564-listing.html
Chemist Warehouse Ashfield,Address not found,Ashfield,2131,Latitude not found,Longitude not found,0297986323,https://www.yellowpages.com.au/nsw/ashfield/chemist-warehouse-ashfield-15296608-listing.html
Chemist Warehouse Bankstown,"City Plaza, 26-28 Bankstown",Bankstown,2200,-33.918674,151.033505,0297901548,https://www.yellowpages.com.au/nsw/bankstown/chemist-warehouse-bankstown-15296666-listing.html
Chemist Warehouse Blacktown,1/ 9 Patrick St,Blacktown,2148,-33.769578,150.906311,0296221939,https://www.yellowpages.com.au/nsw/blacktown/chemist-warehouse-blacktown-15296735-listing.html
Chemist Warehouse Bondi Beach Pharmacy,132 Campbell Parade,Bondi Beach,2026,-33.890892,151.273942,0291304566,https://www.yellowpages.com.au/nsw/bondi-beach/chemist-warehouse-bondi-beach-pharmacy-15296740-listing.html
Chemist Warehouse Bondi Junction,149 Oxford St,Bondi Junction,2022,-33.892162,151.247972,0293873022,https://www.yellowpages.com.au/nsw/bondi-junction/chemist-warehouse-bondi-junction-15296743-listing.html
Chemist Warehouse Botany,1124 Botany Rd,Botany,2019,-33.944828,151.196178,0293168625,https://www.yellowpages.com.au/nsw/botany/chemist-warehouse-botany-15296751-listing.html
Chemist Warehouse Burwood,35 Burwood Rd,Burwood,2134,-33.871549,151.104535,0297151077,https://www.yellowpages.com.au/nsw/burwood/chemist-warehouse-burwood-15298794-listing.html
Chemist Warehouse Burwood Central,69 Burwood Rd,Burwood,2134,-33.875378,151.10375,0297472879,https://www.yellowpages.com.au/nsw/burwood/chemist-warehouse-burwood-central-15298798-listing.html
Chemist Warehouse Campsie,265 Beamish St,Campsie,2194,-33.9122,151.10432,0297875077,https://www.yellowpages.com.au/nsw/campsie/chemist-warehouse-campsie-11995445-listing.html
Chemist Warehouse Campsie - Beamish St,265 Beamish St,Campsie,2194,-33.9122,151.10432,0297875077,https://www.yellowpages.com.au/nsw/campsie/chemist-warehouse-campsie-beamish-st-15298869-listing.html
Chemist Warehouse Campsie S/C,"Shop 21, Campsie Centre, 14-28 Amy St",Campsie,2194,-33.912906,151.102852,0297894455,https://www.yellowpages.com.au/nsw/campsie/chemist-warehouse-campsie-s-c-15298875-listing.html
Chemist Warehouse Caringbah,Tenancy 4 29- 35 President Ave,Caringbah,2229,-34.04252,151.12089,0295240198,https://www.yellowpages.com.au/nsw/caringbah/chemist-warehouse-caringbah-13201937-listing.html
Chemist Warehouse Castle Towers,Address not found,Castle Hill,2154,Latitude not found,Longitude not found,0288500698,https://www.yellowpages.com.au/nsw/castle-hill/chemist-warehouse-castle-towers-15299003-listing.html
Chemist Warehouse Charlestown,196 Pacific Hwy,Charlestown,2290,-32.962746,151.695633,0249435409,https://www.yellowpages.com.au/nsw/charlestown/chemist-warehouse-charlestown-15299042-listing.html
Chemist Warehouse Chatswood,Shop 1 387 Victoria Ave,Chatswood,2067,-33.79545,151.18486,0294122400,https://www.yellowpages.com.au/nsw/chatswood/chemist-warehouse-chatswood-12170624-listing.html
Chemist Warehouse Chatswood Mall,424 Victoria Ave,Chatswood,2067,-33.796927,151.181675,0294123266,https://www.yellowpages.com.au/nsw/chatswood/chemist-warehouse-chatswood-mall-15299077-listing.html
Chemist Warehouse Darlinghurst,"Shop 17, 175 Riley St",Surry Hills,2010,-33.87888,151.213903,0292680543,https://www.yellowpages.com.au/nsw/surry-hills/chemist-warehouse-darlinghurst-15299341-listing.html
Chemist Warehouse Dee Why,"Shop 20, 21 & 22 Dee Why Village Plaza 26 Howard St",Dee Why,2099,-33.75219,151.289391,0299712811,https://www.yellowpages.com.au/nsw/dee-why/chemist-warehouse-dee-why-12949389-listing.html
Chemist Warehouse Dubbo,166 Macquarie St,Dubbo,2830,-32.248311,148.601759,0268823410,https://www.yellowpages.com.au/vic/dubbo/chemist-warehouse-dubbo-15299868-listing.html
Chemist Warehouse Earlwood,312-314 Homer St,Earlwood,2206,-33.926731,151.126321,0295581141,https://www.yellowpages.com.au/nsw/earlwood/chemist-warehouse-earlwood-14965916-listing.html
Chemist Warehouse Eastwood,157 Rowe St,Eastwood,2122,-33.791389,151.080675,0298584858,https://www.yellowpages.com.au/nsw/eastwood/chemist-warehouse-eastwood-15299368-listing.html
Chemist Warehouse Epping,58 Rawson St,Epping,2121,-33.77249,151.08089,0298765536,https://www.yellowpages.com.au/nsw/epping/chemist-warehouse-epping-12307502-listing.html
Chemist Warehouse Epping (NSW),58- 60 Rawson St,Epping,2121,-33.772411,151.080872,0298765536,https://www.yellowpages.com.au/nsw/epping/chemist-warehouse-epping-nsw-15299865-listing.html
Chemist Warehouse Erina,"Erina Fair Shopping Centre, Shop T 1, Terrigal Drv",Erina,2250,-33.43738,151.392634,0243672511,https://www.yellowpages.com.au/nsw/erina/chemist-warehouse-erina-14845591-listing.html
Chemist Warehouse Fairfield,8 Kenyon St,Fairfield,2165,-33.8708,150.95373,0297241212,https://www.yellowpages.com.au/nsw/fairfield/chemist-warehouse-fairfield-12400881-listing.html
Chemist Warehouse Fairfield NSW,8 Kenyon St,Fairfield,2165,-33.8708,150.95373,0297241212,https://www.yellowpages.com.au/nsw/fairfield/chemist-warehouse-fairfield-nsw-15299872-listing.html
